Hour:,0,SPRING:,43.7915217391304,SUMMER:,57.2484782608695,FALL:,65.3215384615385,WINTER:,50.5527777777778
Hour:,1,SPRING:,40.4848913043478,SUMMER:,54.1075,FALL:,62.7770329670329,WINTER:,46.5913333333333
Hour:,2,SPRING:,38.5678260869565,SUMMER:,52.3519565217391,FALL:,61.0759340659341,WINTER:,44.0151111111111
Hour:,3,SPRING:,39.0534782608696,SUMMER:,52.2140217391305,FALL:,60.2157142857143,WINTER:,42.411
Hour:,4,SPRING:,42.4976086956522,SUMMER:,53.5975,FALL:,61.3287912087912,WINTER:,42.5603333333333
Hour:,5,SPRING:,48.4317391304348,SUMMER:,57.7294565217391,FALL:,67.3197802197802,WINTER:,45.8196666666667
Hour:,6,SPRING:,56.2323913043478,SUMMER:,60.3210869565217,FALL:,73.1735164835165,WINTER:,53.4786666666667
Hour:,7,SPRING:,63.0420652173913,SUMMER:,63.1208695652174,FALL:,79.9072527472527,WINTER:,59.1708888888889
Hour:,8,SPRING:,61.4964130434782,SUMMER:,63.4034782608696,FALL:,80.4168131868132,WINTER:,63.9825555555555
Hour:,9,SPRING:,58.2463043478261,SUMMER:,62.5283695652174,FALL:,77.9043956043956,WINTER:,63.5752222222222
Hour:,10,SPRING:,55.3771739130435,SUMMER:,61.3546739130435,FALL:,76.0330769230769,WINTER:,61.2262222222222
Hour:,11,SPRING:,51.7108695652174,SUMMER:,58.3505434782609,FALL:,72.2291208791209,WINTER:,59.8097777777778
Hour:,12,SPRING:,48.3388043478261,SUMMER:,57.5811956521739,FALL:,70.3872527472527,WINTER:,57.203
Hour:,13,SPRING:,47.9226086956522,SUMMER:,59.0979347826087,FALL:,72.5692307692308,WINTER:,55.8482222222222
Hour:,14,SPRING:,50.1661956521739,SUMMER:,60.6040217391305,FALL:,75.28,WINTER:,57.5152222222222
Hour:,15,SPRING:,53.2645652173913,SUMMER:,63.1733695652174,FALL:,77.8297802197802,WINTER:,59.7803333333333
Hour:,16,SPRING:,54.680652173913,SUMMER:,63.8257608695652,FALL:,78.6689010989011,WINTER:,63.4648888888889
Hour:,17,SPRING:,57.8484782608695,SUMMER:,65.4553260869565,FALL:,83.2731868131868,WINTER:,68.2482222222222
Hour:,18,SPRING:,66.2613043478261,SUMMER:,67.8403260869565,FALL:,90.3974725274725,WINTER:,69.1404444444445
Hour:,19,SPRING:,70.474347826087,SUMMER:,68.1751086956522,FALL:,83.4137362637363,WINTER:,66.9528888888889
Hour:,20,SPRING:,63.0219565217391,SUMMER:,67.5344565217391,FALL:,74.7621978021978,WINTER:,60.9627777777778
Hour:,21,SPRING:,56.3988043478261,SUMMER:,64.6195652173913,FALL:,71.2558241758242,WINTER:,57.4687777777778
Hour:,22,SPRING:,51.4397826086957,SUMMER:,60.7192391304348,FALL:,67.5675824175824,WINTER:,55.0703333333333
Hour:,23,SPRING:,48.4363043478261,SUMMER:,61.0245652173913,FALL:,66.9610989010989,WINTER:,51.3562222222222
